Gene_symbol	Ensembl gene ID	Chrom	CDS_Begin	CDS_End	Essential	Non-essential	Overexpressed_in_the_brain	Exon_number	CDS_length	GC%
SHH	ENSG00000164690	7	155592680	155604967	Y	N	N	3	1389	59.64
MNX1	ENSG00000130675	7	156786745	156803239	Y	N	N	3	1206	55.63
DNAJB6	ENSG00000105993	7	157128075	157210133	Y	N	N	10	981	48.15
NCAPG2	ENSG00000146918	7	158424003	158497520	Y	N	N	29	3471	41.79
MCPH1	ENSG00000147316	8	6264113	6501144	Y	N	N	14	2508	42.23
ANGPT2	ENSG00000091879	8	6357172	6420930	Y	N	N	9	1491	40.71
DEFB1	ENSG00000164825	8	6728097	6735544	Y	N	N	2	207	44.52
ERI1	ENSG00000104626	8	8859657	8974256	Y	N	N	8	1050	41.64
PINX1	ENSG00000254093	8	10622473	10697394	Y	N	N	7	987	43.17
GATA4	ENSG00000136574	8	11534468	11617511	Y	N	N	6	1332	48.32
FDFT1	ENSG00000079459	8	11653082	11696818	Y	N	N	8	1254	44.36
DLC1	ENSG00000164741	8	12940870	13373167	Y	N	N	18	4587	39.04
ASAH1	ENSG00000104763	8	17913934	17942494	Y	N	N	14	1236	40.82
LPL	ENSG00000175445	8	19759228	19824769	Y	N	Y	10	1428	40.01
BMP1	ENSG00000168487	8	22022249	22069839	Y	N	N	20	2961	54.06
EGR3	ENSG00000179388	8	22545172	22550815	Y	N	Y	2	1164	55.71
SLC25A37	ENSG00000147454	8	23386318	23432976	Y	N	N	4	1017	48.45
EBF2	ENSG00000221818	8	25699246	25902913	Y	N	N	16	1728	42.02
FZD3	ENSG00000104290	8	28351729	28431775	Y	N	N	7	2001	36.28
EXTL3	ENSG00000012232	8	28457986	28613116	Y	N	N	7	2760	44.36
WRN	ENSG00000165392	8	30891317	31031285	Y	N	N	35	4299	35.97
NRG1	ENSG00000157168	8	31496902	32622548	Y	N	N	13	2142	37.9
GPR124	ENSG00000020181	8	37641709	37702414	Y	N	N	19	4017	55.25
ASH2L	ENSG00000129691	8	37962760	38001594	Y	N	N	16	1887	42.99
STAR	ENSG00000147465	8	38001167	38008783	Y	N	N	7	858	51.56
FGFR1	ENSG00000077782	8	38268656	38326352	Y	N	N	19	2562	50.55
ANK1	ENSG00000029534	8	41510739	41754280	Y	N	Y	43	5718	49.32
KAT6A	ENSG00000083168	8	41786997	41909508	Y	N	N	18	6015	38.89
IKBKB	ENSG00000104365	8	42128820	42189973	Y	N	N	22	2271	48.26
POLB	ENSG00000070501	8	42195972	42229326	Y	N	Y	14	1008	40.44
PRKDC	ENSG00000253729	8	48685669	48872743	Y	N	N	87	12384	41.93
MCM4	ENSG00000104738	8	48872745	48890720	Y	N	N	17	2592	45.8
SNAI2	ENSG00000019549	8	49830249	49834299	Y	N	N	3	807	40.95
RB1CC1	ENSG00000023287	8	53535016	53658403	Y	N	Y	24	4785	37.73
TCEA1	ENSG00000187735	8	54879112	54935089	Y	N	N	10	906	39.44
SOX17	ENSG00000164736	8	55370495	55373448	Y	N	N	2	1245	59.44
RPS20	ENSG00000008988	8	56979854	56987069	Y	N	Y	6	429	41.82
IMPAD1	ENSG00000104331	8	57870492	57906403	Y	N	N	5	1080	38.21
CYP7A1	ENSG00000167910	8	59402737	59412795	Y	N	N	6	1515	37.15
CHD7	ENSG00000171316	8	61591337	61779465	Y	N	N	38	8994	39.98
COPS5	ENSG00000121022	8	67955314	67996018	Y	N	N	8	1005	39.82
EYA1	ENSG00000104313	8	72109668	72274467	Y	N	N	17	1779	37.53
TERF1	ENSG00000147601	8	73921099	73960357	Y	N	N	10	1320	36.98
RDH10	ENSG00000121039	8	74206847	74237516	Y	N	N	6	1026	41.68
JPH1	ENSG00000104369	8	75146935	75233563	Y	N	N	6	1986	39.71
PEX2	ENSG00000164751	8	77892494	77913280	Y	N	N	3	918	38.37
IMPA1	ENSG00000133731	8	82570196	82598928	Y	N	Y	10	1011	37.59
NBN	ENSG00000104320	8	90945564	91015456	Y	N	N	16	2265	37.15
RUNX1T1	ENSG00000079102	8	92967203	93115514	Y	N	Y	11	1848	38.11
TMEM67	ENSG00000164953	8	94767072	94831462	Y	N	N	28	2988	37.38
GDF6	ENSG00000156466	8	97154558	97173020	Y	N	N	2	1368	51.7
MTERFD1	ENSG00000156469	8	97251626	97273838	Y	N	N	8	1254	38.81
OSR2	ENSG00000164920	8	99956631	99964332	Y	N	N	5	1302	51.03
GRHL2	ENSG00000083307	8	102504660	102681954	Y	N	N	16	1878	40.92
UBR5	ENSG00000104517	8	103264501	103425069	Y	N	N	59	8400	38.33
AZIN1	ENSG00000155096	8	103838585	103906092	Y	N	N	13	1347	40.82
ZFPM2	ENSG00000169946	8	106330920	106816760	Y	N	Y	8	3456	36.07
ANGPT1	ENSG00000154188	8	108261721	108510283	Y	N	N	9	1497	36.05
RSPO2	ENSG00000147655	8	108911544	109095913	Y	N	N	6	732	37.75
TRPS1	ENSG00000104447	8	116420724	116821899	Y	N	Y	7	3885	35.81
RAD21	ENSG00000164754	8	117858174	117887105	Y	N	N	14	1896	36.02
EXT1	ENSG00000182197	8	118806729	119124092	Y	N	N	11	2241	41.16
TNFRSF11B	ENSG00000164761	8	119935796	119964439	Y	N	N	5	1206	37.64
NOV	ENSG00000136999	8	120428546	120436593	Y	N	Y	5	1074	42.27
ENPP2	ENSG00000136960	8	120569326	120685693	Y	N	Y	26	2748	39.28
MTBP	ENSG00000172167	8	121457640	121554373	Y	N	N	22	2715	35.31
HAS2	ENSG00000170961	8	122624356	122653630	Y	N	N	4	1659	39.09
MYC	ENSG00000136997	8	128747680	128753674	Y	N	N	3	1365	53.81
KCNQ3	ENSG00000184156	8	133139193	133493200	Y	N	N	15	2619	43.63
ZFAT	ENSG00000066827	8	135490031	135725292	Y	N	N	16	3732	44.79
EIF2C2	ENSG00000123908	8	141541264	141645718	Y	N	N	19	2580	51.92
PTK2	ENSG00000169398	8	141667999	142012315	Y	N	Y	32	3291	40.07
ARC	ENSG00000198576	8	143692405	143696833	Y	N	Y	3	1191	66.99
CYP11B2	ENSG00000179142	8	143991975	143999259	Y	N	N	9	1512	59.89
LY6E	ENSG00000160932	8	144099399	144105249	Y	N	N	4	396	63.58
TSTA3	ENSG00000104522	8	144694788	144700218	Y	N	N	11	966	65.11
SCRIB	ENSG00000180900	8	144873090	144897549	Y	N	N	37	4968	62.5
PLEC	ENSG00000178209	8	144989321	145050902	Y	N	N	32	14055	63.62
HSF1	ENSG00000185122	8	145515280	145538385	Y	N	N	13	1590	56.79
SLC39A4	ENSG00000147804	8	145635126	145642279	Y	N	N	12	1944	61.99
FOXH1	ENSG00000160973	8	145698795	145701718	Y	N	N	3	1098	64.43
DMRT2	ENSG00000173253	9	1050354	1057552	Y	N	N	3	1686	47.9
RFX3	ENSG00000080298	9	3218297	3526004	Y	N	N	18	2250	35
GLIS3	ENSG00000107249	9	3824127	4348392	Y	N	N	11	2793	40.19
JAK2	ENSG00000096968	9	4985033	5128183	Y	N	N	25	3399	37.53
RLN1	ENSG00000107018	9	5334969	5339873	Y	N	N	2	558	39.04
TYRP1	ENSG00000107165	9	12685439	12710274	Y	N	N	8	1614	34.54
NFIB	ENSG00000147862	9	14081842	14398982	Y	N	Y	12	1713	38.29
FREM1	ENSG00000164946	9	14734664	14910993	Y	N	N	38	6543	39.39
PSIP1	ENSG00000164985	9	15464064	15511017	Y	N	Y	16	1593	37.88
BNC2	ENSG00000173068	9	16416404	16870841	Y	N	N	7	3300	38.89
MLLT3	ENSG00000171843	9	20341663	20622542	Y	N	Y	11	1707	37.12
MTAP	ENSG00000099810	9	21802542	21932738	Y	N	N	8	1005	40.27
TEK	ENSG00000120156	9	27109139	27230173	Y	N	N	24	3375	40.55
ACO1	ENSG00000122729	9	32384618	32450834	Y	N	N	21	2670	41.56
DDX58	ENSG00000107201	9	32455300	32526322	Y	N	N	18	2778	39.62
B4GALT1	ENSG00000086062	9	33104080	33167354	Y	N	N	6	1197	47.1
BAG1	ENSG00000107262	9	33247818	33264761	Y	N	N	7	1038	46.61
CHMP5	ENSG00000086065	9	33264940	33281977	Y	N	Y	8	660	41.53
CNTFR	ENSG00000122756	9	34551430	34590121	Y	N	N	10	1119	56.25
IL11RA	ENSG00000137070	9	34650699	34661884	Y	N	N	13	1269	54.22
VCP	ENSG00000165280	9	35056061	35073246	Y	N	N	17	2421	47.81
TLN1	ENSG00000137076	9	35696945	35732392	Y	N	N	57	7626	51.19
NPR2	ENSG00000159899	9	35792151	35809729	Y	N	Y	22	3144	48.3
RECK	ENSG00000122707	9	36036430	36124448	Y	N	N	21	2916	39.34
GNE	ENSG00000159921	9	36214438	36277053	Y	N	N	12	2262	43.82
PAX5	ENSG00000196092	9	36833272	37034103	Y	N	N	10	1176	49.3
SHB	ENSG00000107338	9	37919131	38069210	Y	N	N	6	1530	50.89
FXN	ENSG00000165060	9	71650175	71715094	Y	N	N	5	633	45.22
TJP2	ENSG00000119139	9	71736224	71870124	Y	N	N	23	3666	43.44
ZFAND5	ENSG00000107372	9	74966341	74980163	Y	N	N	7	642	39.9
TRPM6	ENSG00000119121	9	77337411	77503010	Y	N	N	38	6081	39.99
PCSK5	ENSG00000099139	9	78505560	78977255	Y	N	N	37	5583	40.14
RFK	ENSG00000135002	9	79000433	79009433	Y	N	Y	4	468	40.38
GNAQ	ENSG00000156052	9	80331003	80646374	Y	N	N	7	1080	39.13
RMI1	ENSG00000178966	9	86595626	86618985	Y	N	N	3	1878	38.67
NTRK2	ENSG00000148053	9	87283466	87638505	Y	N	Y	21	2517	40.98
GAS1	ENSG00000180447	9	89559279	89562104	Y	N	N	1	1038	57.75
CTSL1	ENSG00000135047	9	90340434	90346308	Y	N	N	8	1002	46.28
SYK	ENSG00000165025	9	93564069	93660831	Y	N	N	14	1908	44.17
ROR2	ENSG00000169071	9	94325373	94712444	Y	N	N	9	2832	44.96
SPTLC1	ENSG00000090054	9	94793427	94877690	Y	N	N	15	1422	41.49
IPPK	ENSG00000127080	9	95375466	95432547	Y	N	N	13	1476	47.93
BARX1	ENSG00000131668	9	96713628	96717654	Y	N	N	4	765	66
PTCH1	ENSG00000185920	9	98205262	98279339	Y	N	N	24	4344	47.49
TMOD1	ENSG00000136842	9	100263462	100364023	Y	N	N	10	1080	46.76
XPA	ENSG00000136936	9	100437191	100459639	Y	N	N	6	822	38.79
FOXE1	ENSG00000178919	9	100615536	100618986	Y	N	N	1	1122	61.05
ANP32B	ENSG00000136938	9	100745638	100778225	Y	N	N	7	756	43.52
TGFBR1	ENSG00000106799	9	101866320	101916474	Y	N	N	9	1524	39.03
NR4A3	ENSG00000119508	9	102584137	102629173	Y	N	N	7	1914	42.99
INVS	ENSG00000119509	9	102861538	103063282	Y	N	N	17	3198	38.92
ABCA1	ENSG00000165029	9	107543283	107690518	Y	N	N	50	6786	43.42
FKTN	ENSG00000106692	9	108320411	108403399	Y	N	N	10	1386	37.44
TAL2	ENSG00000186051	9	108424738	108425367	Y	N	N	1	327	53.33
TMEM38B	ENSG00000095209	9	108456825	108538893	Y	N	N	6	876	37.52
RAD23B	ENSG00000119318	9	110045418	110094475	Y	N	N	10	1230	38
KLF4	ENSG00000136826	9	110247133	110252763	Y	N	N	5	1440	56.93
IKBKAP	ENSG00000070061	9	111629797	111696396	Y	N	N	37	3999	39.91
TXN	ENSG00000136810	9	113006091	113018920	Y	N	N	5	318	42.28
MUSK	ENSG00000030304	9	113431051	113563859	Y	N	N	14	2628	36.45
LPAR1	ENSG00000198121	9	113635543	113800981	Y	N	Y	3	1098	38.3
UGCG	ENSG00000148154	9	114659046	114697649	Y	N	N	9	1185	40.22
SLC31A1	ENSG00000136868	9	115983842	116029217	Y	N	N	5	573	41.53
CDK5RAP2	ENSG00000136861	9	123151147	123342448	Y	N	N	38	5682	43.21
GSN	ENSG00000148180	9	123970075	124095121	Y	N	N	17	2349	46.87
LHX6	ENSG00000106852	9	124964856	124991905	Y	N	Y	10	1179	54.23
PTGS1	ENSG00000095303	9	125132824	125157982	Y	N	N	11	1800	50.08
STRBP	ENSG00000165209	9	125871779	126030855	Y	N	N	19	2019	39.12
CRB2	ENSG00000148204	9	126118449	126142603	Y	N	N	13	3858	59.51
LHX2	ENSG00000106689	9	126763949	126795580	Y	N	Y	5	1237	51.83
NR5A1	ENSG00000136931	9	127243516	127269709	Y	N	N	7	1386	60.39
NR6A1	ENSG00000148200	9	127279888	127533589	Y	N	N	10	1443	40.68
HSPA5	ENSG00000044574	9	127997132	128003609	Y	N	N	8	1965	43.98
MAPKAP1	ENSG00000119487	9	128199672	128469513	Y	N	N	11	1569	41.82
PBX3	ENSG00000167081	9	128509624	128729656	Y	N	N	10	1368	37.29
LMX1B	ENSG00000136944	9	129376722	129463311	Y	N	N	8	1221	56.12
SLC2A8	ENSG00000136856	9	130159421	130170703	Y	N	N	10	1434	57.78
STXBP1	ENSG00000136854	9	130374544	130457460	Y	N	Y	20	1812	46.58
SH2D3C	ENSG00000095370	9	130500596	130541020	Y	N	N	12	2583	53.99
ENG	ENSG00000106991	9	130577291	130617035	Y	N	N	16	1977	53.19
DNM1	ENSG00000106976	9	130965658	131017527	Y	N	Y	22	2595	55.13
SLC27A4	ENSG00000167114	9	131102925	131123502	Y	N	N	13	1932	54.61
ODF2	ENSG00000136811	9	131217466	131263239	Y	N	N	21	2490	49.18
ENDOG	ENSG00000167136	9	131580753	131584956	Y	N	N	3	894	61.54
C9orf114	ENSG00000198917	9	131581930	131592100	Y	N	N	12	1131	57.61
TOR1A	ENSG00000136827	9	132575223	132586413	Y	N	N	5	999	52.06
ASS1	ENSG00000130707	9	133320094	133376661	Y	N	N	16	1239	55.75
ABL1	ENSG00000097007	9	133589333	133763062	Y	N	N	11	3450	44.47
NUP214	ENSG00000126883	9	134000948	134110057	Y	N	N	36	6276	42.09
POMT1	ENSG00000130714	9	134378289	134399193	Y	N	N	20	2244	53.31
RAPGEF1	ENSG00000107263	9	134452157	134615461	Y	N	N	24	3288	48.49
TSC1	ENSG00000165699	9	135766735	135820020	Y	N	Y	23	3495	42.78
GFI1B	ENSG00000165702	9	135820932	135867083	Y	N	N	6	993	48.68
SURF1	ENSG00000148290	9	136218610	136223552	Y	N	N	9	903	54.12
DBH	ENSG00000123454	9	136501482	136524466	Y	N	N	12	1854	56.47
RXRA	ENSG00000186350	9	137208944	137332431	Y	N	N	10	1389	62.16
COL5A1	ENSG00000130635	9	137533620	137736686	Y	N	N	66	5517	56
LHX3	ENSG00000107187	9	139088096	139096955	Y	N	N	6	1209	65.59
INPP5E	ENSG00000148384	9	139323071	139334274	Y	N	N	10	1935	63.05
NOTCH1	ENSG00000148400	9	139388896	139440314	Y	N	N	34	7668	63.39
EGFL7	ENSG00000172889	9	139553308	139567130	Y	N	N	10	822	67.31
AGPAT2	ENSG00000169692	9	139567595	139581875	Y	N	N	7	837	62.68
TRAF2	ENSG00000127191	9	139776364	139821059	Y	N	N	11	1662	55.12
GRIN1	ENSG00000176884	9	140032842	140063207	Y	N	Y	21	2880	62.11
ANAPC2	ENSG00000176248	9	140069236	140082989	Y	N	N	13	2469	61.64
COBRA1	ENSG00000188986	9	140149625	140167998	Y	N	N	13	1743	56.65
EHMT1	ENSG00000181090	9	140513444	140764468	Y	N	N	27	3897	49.24
CACNA1B	ENSG00000148408	9	140772241	141019076	Y	N	N	47	7023	49.94
KLF6	ENSG00000067082	10	3818188	3827473	Y	N	N	4	852	48.08
PFKFB3	ENSG00000170525	10	6186881	6277495	Y	N	Y	15	1605	52
GATA3	ENSG00000107485	10	8095567	8117161	Y	N	N	6	1335	48.73
UPF2	ENSG00000151461	10	11962021	12085169	Y	N	N	22	3819	40.23
MCM10	ENSG00000065328	10	13203554	13253104	Y	N	N	20	2628	43.59
ITGA8	ENSG00000077943	10	15555948	15762124	Y	N	N	30	3192	40.02
CUBN	ENSG00000107611	10	16865963	17171830	Y	N	N	67	10872	39.49
MRC1	ENSG00000120586	10	18098352	18200091	Y	N	N	30	4371	39.24
CACNB2	ENSG00000165995	10	18429606	18830798	Y	N	Y	14	1983	40.47
BMI1	ENSG00000168283	10	22605381	22620413	Y	N	N	10	981	42.32
PTF1A	ENSG00000168267	10	23481256	23483181	Y	N	N	2	987	60.38
ABI1	ENSG00000136754	10	27035522	27150016	Y	N	Y	12	1530	38.44
MAP3K8	ENSG00000107968	10	30722866	30750762	Y	N	N	9	1404	42.71
ZEB1	ENSG00000148516	10	31607424	31818742	Y	N	N	9	3378	36.04
KIF5B	ENSG00000170759	10	32297938	32345359	Y	N	N	26	2892	37.58
EPC1	ENSG00000120616	10	32556679	32667726	Y	N	N	15	2511	38.9
ITGB1	ENSG00000150093	10	33189247	33294720	Y	N	N	17	2478	39.15
NRP1	ENSG00000099250	10	33466420	33625190	Y	N	N	18	2772	41.34
PARD3	ENSG00000148498	10	34398488	35104253	Y	N	N	25	4071	40.01
RET	ENSG00000165731	10	43572475	43625799	Y	N	N	20	3345	55.73
CXCL12	ENSG00000107562	10	44793038	44881941	Y	N	N	4	423	47.54
DRGX	ENSG00000165606	10	50572237	50603986	Y	N	N	6	807	48.22
CHAT	ENSG00000070748	10	50817141	50901925	Y	N	N	15	2247	47.82
SLC18A3	ENSG00000187714	10	50818347	50820765	Y	N	N	1	1599	67.22
PARG	ENSG00000227345	10	51026325	51130715	Y	N	N	14	1476	37.48
TIMM23	ENSG00000138297	10	51592080	51623365	Y	N	N	7	630	40.11
A1CF	ENSG00000148584	10	52566322	52645435	Y	N	N	13	1785	36.41
PRKG1	ENSG00000185532	10	52750945	54058110	Y	N	Y	18	2061	36.5
DKK1	ENSG00000107984	10	54074056	54077802	Y	N	N	4	801	43.26
IPMK	ENSG00000151151	10	59951278	60027694	Y	N	N	6	1251	38.62
TFAM	ENSG00000108064	10	60144782	60158981	Y	N	N	7	741	38.21
BICC1	ENSG00000122870	10	60272900	60591195	Y	N	N	21	2925	37.96
CDK1	ENSG00000170312	10	62538089	62554610	Y	N	N	8	894	35.07
ARID5B	ENSG00000150347	10	63661059	63856703	Y	N	N	10	3567	40.32
EGR2	ENSG00000122877	10	64571756	64679660	Y	N	N	2	1431	42.64
SIRT1	ENSG00000096717	10	69644427	69678147	Y	N	N	9	2244	40.87
VPS26A	ENSG00000122958	10	70883268	70932617	Y	N	N	10	984	39.68
SUPV3L1	ENSG00000156502	10	70939988	70968855	Y	N	N	15	2361	41.8
NEUROG3	ENSG00000122859	10	71331454	71332994	Y	N	N	2	645	64.24
NODAL	ENSG00000156574	10	72192071	72207707	Y	N	N	3	1044	51.26
UNC5B	ENSG00000107731	10	72972327	73062621	Y	N	N	17	2838	54.37
PSAP	ENSG00000197746	10	73576055	73611126	Y	N	N	15	1680	47.72
P4HA1	ENSG00000122884	10	74766975	74856732	Y	N	N	15	1605	38.79
ECD	ENSG00000122882	10	74889913	74927853	Y	N	N	15	2034	39.04
ANXA7	ENSG00000138279	10	75135203	75173834	Y	N	N	14	1467	40.85
VCL	ENSG00000035403	10	75757872	75879918	Y	N	N	22	3405	41.27
ADK	ENSG00000156110	10	75910960	76469061	Y	N	N	11	1089	37.42
KAT6B	ENSG00000156650	10	76585340	76792380	Y	N	Y	18	6222	40.6
ZMIZ1	ENSG00000108175	10	80828792	81076276	Y	N	N	25	3204	55.32
LDB3	ENSG00000122367	10	88426549	88495825	Y	N	N	14	2199	53.15
BMPR1A	ENSG00000107779	10	88516396	88684945	Y	N	N	13	1599	39.88
PTEN	ENSG00000171862	10	89622870	89731687	Y	N	N	9	1212	35.77
PPP1R3C	ENSG00000119938	10	93388199	93392811	Y	N	N	2	954	40.41
TNKS2	ENSG00000107854	10	93558069	93625033	Y	N	N	27	3501	37.63
KIF11	ENSG00000138160	10	94353043	94415150	Y	N	N	22	3171	39.18
HHEX	ENSG00000152804	10	94447945	94455403	Y	N	N	4	813	49.19
EXOC6	ENSG00000138190	10	94590935	94819250	Y	N	N	23	2463	37.43
CYP26A1	ENSG00000095596	10	94833232	94837647	Y	N	Y	7	1494	53.01
HELLS	ENSG00000119969	10	96305547	96373662	Y	N	N	23	2655	38.73
NKX2-3	ENSG00000119919	10	101292690	101296278	Y	N	N	2	1095	59.46
COX15	ENSG00000014919	10	101471601	101491866	Y	N	N	9	1233	42.44
CHUK	ENSG00000213341	10	101948125	101989344	Y	N	N	21	2238	38.39
SCD	ENSG00000099194	10	102106877	102124591	Y	N	Y	6	1080	47.04
PAX2	ENSG00000075891	10	102495360	102589698	Y	N	N	12	1260	51.23
LBX1	ENSG00000138136	10	102986733	102989551	Y	N	N	2	846	64.95
POLL	ENSG00000166169	10	103338639	103348027	Y	N	N	9	1728	52.96
FGF8	ENSG00000107831	10	103530081	103535827	Y	N	N	6	735	58.69
LDB1	ENSG00000198728	10	103867317	103880210	Y	N	N	11	1236	55.59
SUFU	ENSG00000107882	10	104263744	104393292	Y	N	N	12	1455	47.98
ARL3	ENSG00000138175	10	104436315	104474164	Y	N	Y	6	549	44.18
CYP17A1	ENSG00000148795	10	104590288	104597290	Y	N	N	8	1527	52.48
COL17A1	ENSG00000065618	10	105791044	105845760	Y	N	N	56	4494	48.31
SHOC2	ENSG00000108061	10	112679301	112773425	Y	N	N	9	1749	35.08
TCF7L2	ENSG00000148737	10	114710009	114927437	Y	N	Y	15	1860	44.6
ADRB1	ENSG00000043591	10	115803806	115806667	Y	N	N	1	1434	57.51
GFRA1	ENSG00000151892	10	117816444	118033126	Y	N	N	11	1398	44.02
VAX1	ENSG00000148704	10	118888032	118897812	Y	N	N	3	1005	54.08
SLC18A2	ENSG00000165646	10	119000604	119038941	Y	N	Y	16	1545	45.79
EMX2	ENSG00000170370	10	119301955	119309441	Y	N	Y	3	759	55.43
RGS10	ENSG00000148908	10	121259340	121302220	Y	N	N	5	546	49.42
TIAL1	ENSG00000151923	10	121334199	121356541	Y	N	N	12	1179	38.01
BAG3	ENSG00000151929	10	121410882	121437331	Y	N	N	4	1728	49.77
FGFR2	ENSG00000066468	10	123237848	123357972	Y	N	Y	18	2469	45.41
ATE1	ENSG00000107669	10	123499939	123688316	Y	N	N	12	1557	39.1
PLEKHA1	ENSG00000107679	10	124134173	124191867	Y	N	N	12	1215	36.69
DMBT1	ENSG00000187908	10	124320181	124403252	Y	N	N	56	7629	49.13
HMX3	ENSG00000188620	10	124895478	124899995	Y	N	N	2	1074	57.64
HMX2	ENSG00000188816	10	124907638	124910188	Y	N	N	2	822	60.09
BUB3	ENSG00000154473	10	124913793	124924886	Y	N	N	8	987	38.34
OAT	ENSG00000065154	10	126085872	126107545	Y	N	N	10	1320	42.49
CTBP2	ENSG00000175029	10	126676421	126849739	Y	N	N	9	2958	50.36
UROS	ENSG00000188690	10	127477146	127511817	Y	N	Y	9	798	46
ADAM12	ENSG00000148848	10	127700950	128077024	Y	N	N	23	2730	43.11
DOCK1	ENSG00000150760	10	128593978	129250781	Y	N	Y	52	5598	45
EBF3	ENSG00000108001	10	131633547	131762538	Y	N	N	16	1791	48.89
GLRX3	ENSG00000108010	10	131934663	131982785	Y	N	N	12	1008	42.15
INPP5A	ENSG00000068383	10	134351324	134596979	Y	N	Y	16	1239	54.13
RIC8A	ENSG00000177963	11	207511	215113	Y	N	N	10	1614	57.49
DEAF1	ENSG00000177030	11	644233	706715	Y	N	Y	12	1698	53.21
IGF2	ENSG00000167244	11	2150342	2182439	Y	N	Y	5	711	60.76
INS	ENSG00000254647	11	2181009	2182571	Y	N	N	3	333	64.81
TH	ENSG00000180176	11	2185159	2193107	Y	N	N	14	1587	65.25
ASCL2	ENSG00000183734	11	2289725	2292182	Y	N	N	2	582	69.57
CDKN1C	ENSG00000129757	11	2904443	2907111	Y	N	N	3	951	67.44
NUP98	ENSG00000110713	11	3692313	3819022	Y	N	N	33	5403	41.69
STIM1	ENSG00000167323	11	3875757	4114439	Y	N	N	12	2058	42.52
ILK	ENSG00000166333	11	6624961	6632102	Y	N	N	13	1359	49.68
TAF10	ENSG00000166337	11	6627526	6633898	Y	N	N	5	657	52.57
TPP1	ENSG00000166340	11	6634000	6640692	Y	N	N	13	1692	50.28
DCHS1	ENSG00000166341	11	6642556	6677085	Y	N	Y	21	9897	52.67
RPL27A	ENSG00000166441	11	8703958	8736306	Y	N	N	5	447	50.57
WEE1	ENSG00000166483	11	9595228	9615004	Y	N	N	11	1941	40.54
ADM	ENSG00000148926	11	10326227	10328944	Y	N	N	4	558	60.01
EIF4G2	ENSG00000110321	11	10818597	10830657	Y	N	N	21	2724	41.78
PARVA	ENSG00000197702	11	12398732	12552348	Y	N	N	13	1239	43.51
TEAD1	ENSG00000187079	11	12695969	12966298	Y	N	N	13	1281	42.76
SOX6	ENSG00000110693	11	15987995	16761138	Y	N	N	16	2487	36.07
SAA2	ENSG00000134339	11	18260770	18270190	Y	N	N	4	369	43.36
LDHA	ENSG00000134333	11	18415935	18429972	Y	N	N	8	1086	44.3
TSG101	ENSG00000074319	11	18489883	18548779	Y	N	N	10	1173	39.7
CSRP3	ENSG00000129170	11	19203578	19232120	Y	N	N	7	585	42.88
DBX1	ENSG00000109851	11	20177701	20182159	Y	N	N	4	1149	54.7
SLC6A5	ENSG00000165970	11	20620946	20680831	Y	N	N	16	2394	45.34
NELL1	ENSG00000165973	11	20691117	21597227	Y	N	Y	21	2517	38.29
SLC17A6	ENSG00000091664	11	22359643	22401049	Y	N	Y	12	1749	36.54
LGR4	ENSG00000205213	11	27387508	27494322	Y	N	N	18	2856	39.08
BDNF	ENSG00000176697	11	27676440	27743605	Y	N	N	3	990	40.24
DNAJC24	ENSG00000170946	11	31391387	31453396	Y	N	N	5	450	36.59
PAX6	ENSG00000007372	11	31806340	31839509	Y	N	Y	14	1311	49.68
WT1	ENSG00000184937	11	32409321	32457176	Y	N	N	10	1554	46.45
LMO2	ENSG00000135363	11	33880122	33913836	Y	N	N	6	684	46.4
CAPRIN1	ENSG00000135387	11	34073230	34122703	Y	N	N	18	2130	40.22
ELF5	ENSG00000135374	11	34500340	34535352	Y	N	N	7	798	45.78
SLC1A2	ENSG00000110436	11	35272753	35441610	Y	N	Y	11	1725	42.2
TRAF6	ENSG00000175104	11	36508577	36531822	Y	N	N	7	1569	38.03
HSD17B12	ENSG00000149084	11	43577986	43878167	Y	N	N	11	939	39.09
EXT2	ENSG00000151348	11	44117099	44266979	Y	N	N	14	2256	40.36
ALX4	ENSG00000052850	11	44281994	44331716	Y	N	N	4	1236	52.84
SLC35C1	ENSG00000181830	11	45825623	45834566	Y	N	N	2	1095	56.94
MAPK8IP1	ENSG00000121653	11	45907202	45928016	Y	N	Y	12	2136	58.04
PHF21A	ENSG00000135365	11	45950871	46142985	Y	N	N	18	2046	38.82
AMBRA1	ENSG00000110497	11	46417964	46615675	Y	N	N	18	3897	43.63
ARHGAP1	ENSG00000175220	11	46698630	46722165	Y	N	N	13	1320	53.08
F2	ENSG00000180210	11	46740730	46761056	Y	N	N	14	1869	50.64
LRP4	ENSG00000134569	11	46878419	46940193	Y	N	Y	38	5718	48.69
MADD	ENSG00000110514	11	47290712	47351582	Y	N	N	36	4944	47.1
SPI1	ENSG00000066336	11	47376411	47400127	Y	N	N	5	816	52.62
PSMC3	ENSG00000165916	11	47440320	47447993	Y	N	N	12	1320	54.91
RAPSN	ENSG00000165917	11	47459308	47470730	Y	N	N	6	1275	53.42
CELF1	ENSG00000149187	11	47487496	47587121	Y	N	Y	16	1545	43.94
PTPMT1	ENSG00000110536	11	47586982	47595013	Y	N	N	4	606	47.83
PTPRJ	ENSG00000149177	11	48002113	48189670	Y	N	N	25	4014	45.41
APLNR	ENSG00000134817	11	57001051	57004709	Y	N	N	2	1143	55.26
SSRP1	ENSG00000149136	11	57093459	57103351	Y	N	N	17	2130	50.54
